رقم النسخة;العنوان;المؤلف;الناشر;السنة;مكان النشر;الطبعة;الشفرة
45355;عصر اللاعصمة : عواقب الحرب على الإرهاب;جورج سوروس;مكتبة العبيكان;2008;الرياض;;327.09/608
45357;عصر ما بعد الأيدلوجية : أسرار مثيرة عن: عصر الحريات في الآداب والفلسفة والدين;ديفيد وولش;مكتبة مدبولي;1995;مصر;;320/635
45371;علم النفس السياسي : قراءة تحليلة نقدية;سويم العزي;إثراء للنشر والتوزيع;2010;الأردن;;320/634
45373;عودة تركيا إلى الشرق : الإتجاهات الجديدة للسياسة التركية;ميشال نوفل;الدار العربية للعلوم;2010;بيروت;;327/421
45375;عولمة الجريمة : الشراكة العالمية في الممارسات الاجرامية;عطيه , طارق ابراهيم الدسوقي;دار الجامعة الجديدة;2010;مصر;;345/741
45376;فعاليات الإدارة : بين حداثة الاتجاهات و أفضل الممارسات;أحمد محمد غنيم;المكتبة العصرية;2008;المنصورة;;351/26
45377;فن إتخاد القرارات الصائبة : خلال ثلاثين دقيقة;جين سميث;الدار العربية للعلوم;1999;دم;;351/193
45378;في التراث السياسي الإسلامي : حول نظرية السلطة وتعاملها الخارجي;حامد عبد الماجد قويسي;مكتبة الشروق الدولية;2009;القاهرة;;320/694
45380;في سبيل أفريقيا : سلسلة أحاديث خص بها إدوارد دور;نيلسون مانديلا;شركة المطبوعات للتوزيع و النشر;2011;بيروت;;327.09/722
45389;في قلب العاصفة : السنوات اللتي قضيتها في السي آي إيه;جورج تنيت;دار الكتاب العربي;2007;بيروت;;327.09/715
45390;قضايا الإغتراب في الفكر السياسي والإجتماعي;هشام محمود الأقداحي;مؤسسة شباب الجامعة;2012;مصر;;320/670
45404;قضايا دولية : الأزمة العالمية;عدنان السيد حسين;مجد المؤسسة الجامعية;2010;بيروت;;327/466
45407;قضايا دولية : التوسع الأطلسي;عدنان السيد حسين;مجد المؤسسة الجامعية;2009;بيروت;;327/461
45411;قضايا عربية دولية معاصرة : التسوية في الشرق الأوسط-المسألة الكردية-أزمة دارفور-أزمة كشمير;موسى إبراهيم;دار المنهل اللبناني;2010;بيروت;;327/444
45413;كهنة الحرب الكبار;ماكل كولينز بايبر;مكتبة العبيكان;2006;الرياض;;327.09/701
45416;كوكب الأرض : أسوأ السيناريوهات;كاس أر.سونشتاين;الدار العربية للعلوم;2009;بيروت;;000/11
45419;لعبة قديمة بعمر الإمبراطورية : تكشف عن العالم الخفي لالقتلة الإقتصاديين وشبكة الفساد المعولم;ستيفن هيات;شركة المطبوعات للتوزيع;2008;بيروت;;330/274
45422;مؤامرة تقسيم السودان;الفاتح كامل;الدار العربية للعلوم;2011;بيروت;;327/470
45425;مؤشر الفساد في الأقطار العربية : إشكاليات القياس والمنهجية;أحمد سليم;المنظمة العربية لمكافحة الفساد;2010;بيروت;;330/90
45428;مابعد النفط : منظورا إليه من ذروة هابرت;كينيث س.ديفيس;المنظمة العربية للترجمة;2009;بيروت;;330/286
45430;ماوراء البيت الأبيض : إحلال السلام ,محاربة المرض ,بناء الأمل;جيمي كارتر;شركة المطبوعات;2007;بيروت;;327/426
45432;مذكرة إلى الرئيس المنتخب : كيف يمكننا استعادة سمعة أمريكا و دورها القيادي;مادلين أولبرايت;الدار العربية للعلوم;2008;بيروت;;327.09/720
45434;ماذا يخبئ المستقبل;روبرت بالدوك;مكتبة العبيكان;2003;السعودية;;320/674
45436;مبادئ الإدارة : النظريات و العمليات و الوظائف;محمد قاسم القريوتي;دار وائل;2003;عمان;;351/112
45437;مبادئ الإدارة العامة;محمد عبد الفتاح ياغي;دار وائل;2010;عمان;;351/216
45439;مبادئ الإدارة المالية : Principles of financial management;فايز تيم;إثراء للنشر و التوزيع;2011;عمان;ط .2;351/214
45441;مبادئ الإقتصاد : التحليل الكلي;حربي محمد موسى عريقات;دار وائل;2006;عمان;;330/297
45446;مبادئ الإقتصاد السياسي : الإقتصاد الدولي :ميزان المدفوعات والعلاقات الإقتصادية الدولية-الإقتصاد الدولي المعاصر;محمد دويدار;دار الجامعة الجديدة;2007;الإسكندرية;;330/20ج2
45457;مبادئ في العلوم الإدارية : الأصول ...و المفاهيم المعاصرة;حنا نصر الله;دار زهران;2009;عمان;;351/128
45459;مجلس الامن و حق التدخل لفرض احترام حقوق الانسان /دراسة قانونية .;عمران عبد السلام الصفراني;جامعة قاريونس;2008;ليبيا;ط.1;154/341.48
45460;مجلس التعاون لدول الخليج العربي;نايف علي عبيد;مركز دراسات الوحدة العربية;2002;بيروت;;327/471
45491;مخاطر الأمن المائي العربي : وخيارات التنمية المائية للقرن الحادي والعشرين;;دار زهران;2009;عمان;;330/263
45496;مدخل العلوم السياسية;محمد طه بدوي;مركز الإسكندرية للكتاب;2010;الإسكندرية;;320/653
45498;مدخل إلى التنوير الأوروبي;هاشم صالح;دار الطليعة للطباعة والنشر;2007;بيروت;ط.2;320/643
45500;مدخل إلى الرأي العام;كامل خورشيد مراد;دار المسيرة;2012;عمان;2;070/83
45507;مرتكزات الحكم الديمقراطي و قواعد الحكم الرشيد;محمد فهيم درويش;دار النهضة العربية;2010;القاهرة;;321/132
45513;معتقد الدولية الرائج;بول كروغمان;دار الكتاب الحديث;1996;الإسكندرية;;330/293
45517;مفارقة القوة الأمريكية : لماذا لاتستطيع القوة العظمى الوحيدة في العالم أن تمضي وحدها؟;جوزيف س .ناي (الابن);مكتبة العبيكان;2003;الرياض;;327.09/627
45522;مقدمة في إقتصاديات البيئة;نوزاد عبد الرحمن الهيتي;دار المناهج;2010;عمان;;330/128
45523;مقدمة في العلوم السياسية;أحمد عارف ارحيل الكفارنة;دار قنديل للنشر والتوزيع;2011;الأردن;;320/216
45535;مقدمة في سوسيولوجيا بناء القوة;هشام محمود الأقداحي;مؤسسة شباب الجامعة;2010;مصر;;320/160
45537;مكافحة الفساد;ابو سويلم , احمد محمود نهار;دار الفكر;2010;عمان;;345/746
45538;أبحاث المؤتمر العربي لمكافحة الفساد ج1;أكاديمية نايف العربية للعلوم الأمنية;مركز الدراسات والبحوث العربية;2003;الرياض;;330/260ج1
